age,job,marital,housing,loan,contact ,duration,poutcome,previous,campaign,subscribed
4,2,2,0,0,0,0.35,1,0,7,0
5,2,2,1,0,0,0.11,1,0,2,0
4,8,3,0,0,0,0.11,1,0,2,0
4,8,2,0,0,0,0.14,1,0,2,0
3,2,2,1,1,0,0.55,1,0,1,0
3,4,1,0,0,0,0.27,1,0,2,0
4,7,2,1,0,0,0.46,1,0,2,0
2,2,1,0,0,0,0.06,1,0,4,0
3,1,2,1,0,0,0.12,1,0,2,0
3,11,2,0,0,0,0.02,1,0,8,0
4,10,1,2,2,0,0.10,1,0,1,0
2,1,1,1,1,0,0.02,1,0,10,0
3,2,2,1,0,0,0.22,1,0,2,0
2,2,2,2,2,0,0.21,1,0,1,0
5,7,2,0,1,0,0.07,1,0,2,0
2,1,2,0,0,0,0.02,1,0,18,0
2,10,2,1,0,0,0.23,1,0,1,0
3,1,2,0,1,0,0.06,1,0,8,0
4,8,1,2,2,0,0.84,1,0,3,1
3,10,2,1,0,0,0.68,1,0,2,1
5,2,2,1,1,0,0.26,1,0,2,0
5,6,2,1,0,0,1.01,1,0,1,1
3,10,2,1,0,0,0.23,1,0,2,0
3,10,2,0,0,0,0.13,1,0,2,0
5,1,3,0,0,0,0.09,1,0,2,0
5,8,3,0,0,0,0.34,1,0,2,0
5,11,2,2,2,0,0.09,1,0,5,0
3,2,2,2,2,0,0.11,1,0,4,0
3,12,4,0,0,0,0.04,1,0,7,0
2,2,1,1,1,0,0.11,1,0,4,0
3,10,2,0,0,0,0.01,1,0,28,0
3,10,3,0,0,0,0.03,1,0,5,0
3,1,1,1,0,0,0.06,1,0,2,0
2,10,1,0,0,0,2.64,1,0,3,0
4,1,3,1,0,0,0.14,1,0,9,0
3,10,2,1,0,0,0.05,1,0,2,0
3,2,3,0,0,0,0.32,1,0,2,0
3,8,1,1,0,0,0.33,1,0,5,0
5,8,3,0,0,0,0.05,1,0,2,0
4,10,2,0,0,0,0.18,1,0,2,0
4,2,2,1,0,0,0.26,1,0,2,0
4,4,2,1,1,0,0.17,1,0,2,0
3,2,2,0,0,0,0.19,1,0,11,0
3,1,3,0,0,0,0.33,1,0,15,0
5,2,2,1,1,0,0.24,1,0,2,0
3,2,2,0,0,0,0.08,1,0,12,0
4,10,2,0,0,0,0.04,1,0,2,0
4,10,2,1,0,0,0.19,1,0,2,0
3,5,2,1,0,0,0.09,1,0,3,0
3,1,3,1,0,0,0.11,1,0,3,0
5,1,2,0,0,0,0.49,1,0,2,0
5,6,3,1,0,0,0.14,1,0,4,0
3,8,2,1,0,0,0.24,1,0,2,0
4,8,3,1,0,0,0.06,1,0,6,0
5,10,2,1,0,0,0.06,1,0,2,0
2,7,2,0,0,0,0.02,1,0,11,0
4,4,3,1,1,0,0.06,1,0,4,0
3,3,2,1,0,0,0.04,1,0,8,0
4,6,2,0,0,0,0.08,1,0,2,0
4,8,2,1,0,0,0.18,1,0,3,0
3,1,1,1,0,0,0.17,1,0,2,0
3,2,2,1,0,0,0.04,1,0,5,0
5,1,2,0,0,0,0.02,1,0,12,0
3,8,1,0,1,0,0.10,1,0,5,0
4,8,2,1,0,0,0.14,1,0,2,0
3,11,1,0,0,0,0.39,1,0,2,0
3,5,2,0,1,0,0.04,1,0,7,0
5,8,2,1,0,0,0.04,1,0,28,0
3,8,2,1,1,0,0.10,1,0,2,0
2,2,1,0,0,0,0.11,1,0,3,0
3,2,2,1,0,0,0.19,1,0,3,0
3,2,2,1,0,0,0.17,1,0,2,0
5,4,3,1,0,0,0.24,1,0,3,0
2,8,2,0,0,0,0.07,1,0,3,0
3,10,2,0,0,0,0.21,1,0,2,0
3,8,2,0,0,0,0.16,1,0,3,0
4,3,2,1,0,0,0.16,1,0,3,0
3,8,3,0,0,0,0.51,1,0,2,0
3,2,2,0,0,0,0.05,1,0,5,0
4,2,2,0,0,0,0.02,1,0,23,0
3,8,2,1,0,0,0.11,1,0,3,0
4,11,2,0,0,0,0.74,1,0,3,0
3,1,1,0,0,0,0.11,1,0,3,0
4,5,3,1,0,0,0.10,1,0,2,0
4,3,2,0,0,0,0.24,1,0,4,0
4,1,2,1,0,0,0.25,1,0,3,0
3,2,1,1,0,0,0.06,1,0,3,0
4,2,2,1,1,0,0.06,1,0,1,0
4,3,3,1,1,0,0.05,1,0,1,0
4,5,2,1,1,0,0.09,1,0,1,0
4,1,2,0,0,0,0.97,1,0,2,1
3,5,2,1,0,0,0.12,1,0,1,0
3,2,2,1,0,0,0.38,1,0,1,0
5,10,2,1,1,0,0.11,1,0,1,0
3,1,3,0,0,0,0.05,1,0,3,0
5,10,2,0,0,0,0.04,1,0,1,0
3,8,2,0,0,0,0.12,1,0,1,0
3,8,2,1,0,0,0.16,1,0,2,0
2,1,2,0,0,0,0.05,1,0,1,0
4,10,2,1,1,0,0.58,1,0,1,0
4,1,2,0,0,0,0.13,1,0,1,0
2,2,2,0,0,0,0.33,1,0,1,0
3,2,2,0,0,0,0.17,1,0,1,0
4,2,2,0,1,0,0.12,1,0,1,0
4,2,2,0,0,0,0.11,1,0,1,0
4,5,2,1,0,0,0.17,1,0,1,0
3,4,2,2,2,0,0.04,1,0,1,0
3,2,2,1,0,0,0.37,1,0,2,0
3,1,1,0,0,0,0.03,1,0,3,0
4,2,2,1,0,0,0.53,1,0,3,0
4,5,2,1,0,0,0.04,1,0,1,0
3,2,3,0,0,0,0.40,1,0,2,0
3,1,1,0,0,0,0.36,1,0,1,0
4,2,2,1,0,0,0.49,1,0,1,0
4,2,2,0,0,0,0.47,1,0,1,0
3,1,1,1,1,0,0.28,1,0,1,0
4,2,3,1,0,0,0.05,1,0,1,0
4,1,2,1,0,0,0.86,1,0,3,1
4,1,3,1,0,0,0.61,1,0,1,0
5,5,2,1,0,0,0.07,1,0,1,0
3,7,3,0,0,0,0.08,1,0,1,0
2,2,1,0,0,0,0.15,1,0,1,0
4,2,2,0,1,0,1.21,1,0,1,1
4,7,2,1,1,0,0.72,1,0,2,1
3,3,2,1,0,0,0.51,1,0,2,0
4,10,3,2,2,0,0.16,1,0,1,0
2,2,1,2,2,0,0.16,1,0,1,0
2,2,1,0,0,0,0.14,1,0,1,0
5,3,2,1,0,0,0.27,1,0,1,0
2,2,1,2,2,0,0.36,1,0,1,0
5,3,2,0,0,0,0.22,1,0,1,0
3,8,2,0,0,0,0.12,1,0,4,0
3,5,2,1,0,0,0.28,1,0,1,0
3,3,2,0,0,0,0.11,1,0,1,0
4,2,2,0,0,0,0.12,1,0,1,0
4,2,2,2,2,0,0.03,1,0,1,0
5,6,3,0,0,0,0.08,1,0,4,0
3,1,2,0,0,0,0.06,1,0,1,0
4,10,2,1,0,0,0.24,1,0,1,0
2,1,2,1,1,0,0.10,1,0,2,0
4,2,2,0,0,0,0.23,1,0,1,0
5,6,3,1,0,0,0.04,1,0,2,0
3,1,2,1,0,0,0.02,1,0,1,0
3,4,2,0,1,0,0.03,1,0,1,0
4,2,2,0,0,0,0.84,1,0,1,1
4,5,2,0,0,0,0.06,1,0,1,0
5,5,2,0,0,0,1.28,1,0,1,0
3,10,2,1,0,0,0.03,1,0,1,0
4,2,3,1,0,0,0.10,1,0,1,0
4,10,3,1,1,0,0.19,1,0,1,0
4,12,2,1,0,0,0.14,1,0,1,0
4,2,2,0,0,0,0.14,1,0,1,0
5,8,3,1,0,0,0.33,1,0,1,0
3,1,3,1,0,0,0.05,1,0,4,0
4,2,2,0,0,0,0.10,1,0,1,0
4,2,2,0,0,0,0.08,1,0,3,0
3,2,2,1,0,0,0.04,1,0,3,0
5,12,2,0,0,0,0.26,1,0,18,0
3,2,1,0,0,0,0.40,1,0,22,0
5,7,3,0,0,0,0.06,1,0,1,0
3,10,2,0,0,0,0.27,1,0,1,0
3,8,1,1,0,0,0.31,1,0,3,0
4,3,3,0,0,0,0.49,1,0,3,0
3,8,2,0,0,0,0.17,1,0,1,0
3,8,2,2,2,0,0.28,1,0,3,0
4,2,2,0,0,0,1.10,1,0,2,1
4,1,3,1,0,0,0.12,1,0,20,0
3,3,2,0,0,0,0.35,1,0,2,0
4,11,2,0,0,0,0.09,1,0,1,0
2,3,1,1,0,0,0.11,1,0,1,0
5,6,2,1,1,0,0.47,1,0,2,0
4,8,2,1,0,0,0.26,1,0,8,0
4,8,2,0,0,0,0.11,1,0,1,0
3,8,2,2,2,0,0.05,1,0,1,0
3,2,2,0,0,0,0.08,1,0,12,0
4,2,2,0,1,0,0.04,1,0,1,0
5,11,2,0,0,0,0.38,1,0,2,0
4,2,2,0,0,0,0.06,1,0,1,0
3,8,2,0,0,0,0.17,1,0,1,0
3,2,2,1,0,0,0.12,1,0,3,0
2,5,1,0,0,0,0.63,1,0,1,0
3,8,1,0,0,0,0.16,1,0,1,0
4,3,2,0,0,0,0.33,1,0,1,0
5,1,3,1,0,0,0.25,1,0,3,0
6,6,3,1,0,0,0.10,1,0,4,0
4,5,2,1,0,0,0.04,1,0,4,0
4,2,2,0,0,0,0.10,1,0,1,0
5,3,2,0,0,0,0.02,1,0,1,0
4,1,2,0,0,0,0.37,1,0,1,0
3,1,2,1,1,0,0.17,1,0,2,0
3,10,2,1,0,0,0.07,1,0,2,0
3,2,2,0,0,0,0.17,1,0,3,0
3,1,1,0,1,0,0.11,1,0,3,0
4,2,2,0,0,0,0.26,1,0,2,0
4,11,2,0,0,0,0.04,1,0,2,0
5,2,2,0,0,0,0.21,1,0,4,0
5,10,2,1,0,0,0.47,1,0,2,0
2,9,1,0,0,0,0.17,1,0,2,0
3,4,2,1,0,0,0.02,1,0,11,0
5,6,2,1,0,0,0.21,1,0,2,0
2,1,2,1,0,0,0.53,1,0,3,0
5,8,3,0,0,0,0.25,1,0,3,0
2,10,1,1,1,0,1.15,1,0,2,1
5,2,2,1,0,0,0.34,1,0,2,0
5,6,2,1,1,0,0.14,1,0,2,0
3,2,2,0,0,0,1.57,1,0,5,1
5,6,2,0,0,0,0.18,1,0,2,0
3,2,2,1,0,0,0.23,1,0,2,0
5,10,2,1,1,0,0.71,1,0,7,1
4,5,2,0,0,0,0.13,1,0,5,0
3,7,1,0,0,0,0.24,1,0,3,0
4,2,2,1,0,0,0.17,1,0,3,0
4,1,2,0,0,0,0.03,1,0,17,0
4,2,2,1,1,0,0.11,1,0,3,0
3,2,2,1,0,0,0.29,1,0,2,0
5,1,2,1,0,0,0.08,1,0,3,0
4,5,2,0,1,0,0.07,1,0,4,0
3,2,2,1,1,0,0.01,1,0,3,0
3,5,2,1,0,0,0.42,1,0,4,0
3,2,2,1,0,0,0.04,1,0,2,0
5,2,2,0,0,0,0.02,1,0,2,0
3,2,2,1,0,0,0.45,1,0,1,0
3,2,2,0,0,0,1.66,1,0,1,1
3,2,2,0,1,0,0.46,1,0,3,0
4,5,2,1,0,0,0.40,1,0,1,0
3,2,2,1,0,0,0.56,1,0,3,1
4,5,2,1,0,0,0.25,1,0,1,0
5,2,3,0,0,0,0.12,1,0,2,0
5,11,2,0,0,0,0.15,1,0,8,0
2,10,2,1,0,0,1.62,1,0,1,1
3,10,1,1,0,0,0.13,1,0,2,0
5,10,2,0,0,0,0.42,1,0,6,0
4,2,2,1,0,0,0.59,1,0,6,0
5,2,2,1,0,0,0.17,1,0,2,0
3,1,2,1,1,0,0.17,1,0,2,0
4,8,2,1,0,0,0.62,1,0,4,0
3,2,1,0,1,0,0.07,1,0,2,0
3,2,2,0,0,0,1.48,1,0,5,0
3,1,2,0,0,0,0.11,1,0,4,0
5,5,2,0,0,0,0.04,1,0,4,0
5,2,2,1,0,0,0.57,1,0,2,1
5,1,3,0,0,0,0.52,1,0,2,0
4,1,3,0,0,0,0.04,1,0,2,0
3,11,2,1,0,0,0.01,1,0,6,0
3,1,2,1,0,0,0.04,1,0,2,0
4,10,2,0,0,0,0.07,1,0,2,0
3,7,3,0,0,0,0.83,1,0,2,0
4,2,2,0,0,0,0.26,1,0,3,0
4,1,2,0,0,0,1.42,1,0,10,1
3,2,2,1,0,0,0.06,1,0,12,0
2,8,2,1,0,0,0.17,1,0,3,0
4,2,2,1,0,0,0.55,1,0,2,0
3,2,2,0,0,0,0.02,1,0,3,0
4,2,2,0,0,0,0.08,1,0,10,0
4,8,2,1,1,0,0.15,1,0,2,0
3,2,2,1,0,0,0.32,1,0,5,0
4,2,2,1,0,0,0.09,1,0,2,0
5,6,2,0,1,0,0.06,1,0,3,0
5,2,2,0,0,0,0.02,1,0,4,0
5,10,2,1,0,0,0.05,1,0,2,0
5,2,2,1,1,0,0.02,1,0,20,0
2,1,1,0,0,0,0.13,1,0,2,0
4,11,2,0,0,0,0.01,1,0,8,0
3,5,3,1,0,0,0.18,1,0,4,0
2,2,2,0,0,0,0.03,1,0,5,0
3,2,2,0,0,0,0.24,1,0,3,0
4,10,2,1,0,0,0.02,1,0,37,0
3,8,1,0,0,0,0.01,1,0,18,0
3,2,1,2,2,0,0.03,1,0,3,0
3,1,2,1,1,0,0.01,1,0,9,0
4,10,3,1,0,0,0.37,1,0,3,0
3,1,1,0,0,0,0.27,1,0,3,0
5,2,2,0,0,0,0.01,1,0,5,0
2,1,1,1,0,0,0.01,1,0,14,0
5,11,2,0,0,0,0.01,1,0,10,0
3,2,1,1,0,0,0.06,1,0,4,0
2,1,2,0,1,0,0.08,1,0,3,0
4,1,2,0,0,0,0.01,1,0,3,0
3,2,1,0,0,0,0.01,1,0,5,0
4,3,1,0,0,0,0.03,1,0,4,0
2,2,2,0,1,0,0.02,1,0,5,0
4,1,2,0,0,0,0.05,1,0,4,0
3,2,2,1,1,0,0.03,1,0,14,0
4,8,2,0,0,0,0.01,1,0,12,0
4,5,2,0,0,0,0.01,1,0,2,0
3,1,2,1,0,0,0.01,1,0,3,0
5,1,2,1,0,0,0.16,1,0,5,0
3,2,1,0,0,0,0.08,1,0,2,0
5,5,2,1,0,0,0.01,1,0,13,0
2,8,1,1,1,0,0.03,1,0,26,0
2,8,2,0,0,0,0.01,1,0,2,0
5,7,1,0,0,0,0.15,1,0,2,0
3,2,2,0,0,0,0.03,1,0,3,0
3,10,1,0,0,0,0.26,1,0,6,0
4,5,2,0,0,0,0.03,1,0,3,0
4,7,2,0,0,0,0.02,1,0,18,0
3,1,1,0,1,0,0.01,1,0,11,0
5,6,3,1,0,0,0.15,1,0,3,0
4,10,2,0,0,0,0.04,1,0,3,0
4,2,2,0,0,0,0.03,1,0,2,0
4,8,2,1,0,0,0.03,1,0,3,0
3,2,2,1,1,0,0.03,1,0,4,0
4,1,1,0,1,0,0.01,1,0,14,0
3,1,1,0,0,0,0.03,1,0,29,0
3,8,1,0,0,0,0.02,1,0,14,0
3,10,1,2,2,0,0.01,1,0,21,0
5,2,2,1,0,0,0.03,1,0,3,0
4,4,2,0,0,0,0.13,1,0,10,0
5,1,3,1,0,0,0.02,1,0,6,0
4,10,2,0,0,0,0.27,1,0,3,0
3,1,2,1,0,0,0.02,1,0,5,0
4,1,2,1,0,0,0.08,1,0,2,0
5,11,2,0,0,0,0.01,1,0,11,0
2,2,2,1,0,0,0.65,1,0,3,0
3,2,1,0,0,0,0.02,1,0,18,0
4,2,3,1,1,0,0.01,1,0,13,0
5,6,2,1,0,0,0.44,1,0,4,0
4,1,2,0,0,0,0.01,1,0,2,0
2,1,1,0,0,0,0.12,1,0,4,0
3,3,3,0,0,0,0.01,1,0,4,0
5,2,2,0,1,0,0.02,1,0,22,0
3,1,2,0,0,0,0.18,1,0,21,0
4,2,2,1,0,0,0.01,1,0,3,0
5,6,2,0,0,0,0.01,1,0,2,0
3,8,3,1,0,0,0.52,1,0,4,0
5,6,2,0,0,0,0.07,1,0,5,0
5,5,3,0,0,0,0.02,1,0,3,0
5,3,2,1,0,0,0.85,1,0,3,0
4,10,2,1,1,0,0.82,1,0,2,0
3,1,2,0,0,0,0.13,1,0,14,0
3,8,1,0,0,0,0.02,1,0,3,0
5,8,2,0,0,0,0.01,1,0,20,0
4,3,2,0,0,0,0.05,1,0,4,0
4,8,2,1,0,0,0.04,1,0,3,0
5,2,2,0,0,0,0.02,1,0,12,0
4,10,2,0,0,0,0.00,1,0,20,0
3,8,2,0,0,0,0.03,1,0,9,0
4,10,1,0,0,0,0.01,1,0,9,0
5,6,2,1,0,0,0.01,1,0,5,0
3,1,2,1,0,0,0.08,1,0,5,0
4,6,2,1,0,0,0.01,1,0,5,0
4,1,2,1,0,0,0.02,1,0,10,0
4,1,3,2,2,0,0.01,1,0,12,0
3,1,3,1,0,0,0.01,1,0,12,0
2,1,1,0,0,0,0.01,1,0,3,0
5,5,2,0,1,0,0.02,1,0,4,0
3,9,1,1,0,0,0.02,1,0,8,0
4,2,2,1,0,0,0.03,1,0,11,0
2,1,1,1,0,0,0.01,1,0,27,0
3,2,2,0,0,0,0.29,1,0,4,0
5,10,3,1,0,0,0.04,1,0,8,0
3,1,1,1,0,0,0.02,1,0,3,0
3,8,4,0,0,0,0.01,1,0,21,0
3,5,2,1,0,0,0.04,1,0,3,0
5,8,2,1,0,0,0.01,1,0,4,0
5,1,2,1,0,0,0.01,1,0,3,0
3,2,1,1,1,0,0.21,1,0,5,0
4,4,2,1,0,0,0.41,1,0,5,0
3,2,2,0,0,0,0.03,1,0,16,0
5,5,2,1,0,0,0.38,1,0,7,0
3,1,3,1,0,0,0.01,1,0,4,0
3,5,1,1,0,0,0.02,1,0,4,0
3,8,2,1,0,0,0.05,1,0,10,0
4,1,2,0,0,0,1.02,1,0,3,1
4,4,1,1,0,0,0.25,1,0,2,0
4,10,2,1,0,0,0.01,1,0,14,0
2,2,1,0,1,0,0.18,1,0,14,0
5,2,3,1,0,0,0.22,1,0,6,0
5,6,2,1,0,0,0.05,1,0,19,0
5,6,2,0,0,0,0.41,1,0,2,0
5,10,2,0,0,0,0.01,1,0,3,0
3,8,1,1,0,0,0.01,1,0,2,0
3,2,1,0,0,0,0.11,1,0,3,0
3,1,2,0,0,0,0.01,1,0,2,0
3,7,2,0,0,0,0.16,1,0,3,0
5,1,2,0,0,0,0.04,1,0,4,0
3,2,2,1,0,0,0.01,1,0,3,0
4,5,2,0,0,0,0.01,1,0,5,0
3,3,2,0,0,0,0.08,1,0,4,0
3,10,3,1,0,0,0.21,1,0,8,0
3,1,2,0,1,0,0.08,1,0,4,0
5,2,2,1,0,0,0.59,1,0,2,1
3,3,1,1,1,0,0.01,1,0,3,0
5,7,2,0,0,0,0.13,1,0,3,0
3,1,2,1,0,0,0.07,1,0,2,0
3,8,2,0,0,0,0.01,1,0,14,0
4,1,3,1,1,0,0.10,1,0,4,0
4,7,3,0,0,0,0.01,1,0,3,0
2,2,1,0,0,0,0.09,1,0,2,0
3,10,2,0,1,0,0.81,1,0,6,1
3,2,2,0,0,0,0.69,1,0,3,1
4,1,2,0,0,0,0.01,1,0,10,0
3,4,2,1,0,0,0.26,1,0,2,0
3,2,2,1,0,0,0.02,1,0,6,0
5,1,2,1,0,0,0.03,1,0,3,0
3,2,2,1,0,0,0.01,1,0,14,0
4,1,2,1,0,0,0.01,1,0,15,0
4,8,3,0,0,0,0.16,1,0,2,0
3,1,2,0,0,0,0.08,1,0,3,0
3,3,1,0,0,0,0.02,1,0,12,0
5,1,2,0,0,0,0.12,1,0,3,0
2,2,1,0,0,0,0.14,1,0,3,0
4,2,1,1,0,0,0.01,1,0,7,0
4,7,1,0,0,0,0.01,1,0,4,0
4,11,2,1,0,0,0.16,1,0,3,0
3,2,1,0,0,0,0.01,1,0,8,0
6,7,1,1,0,0,0.01,1,0,5,0
4,8,2,0,0,0,0.02,1,0,7,0
5,2,3,1,0,0,0.08,1,0,4,0
4,2,2,1,0,0,0.01,1,0,4,0
3,1,2,0,1,0,0.56,1,0,4,1
5,10,2,1,0,0,0.02,1,0,3,0
4,3,2,0,0,0,0.80,1,0,12,0
3,1,2,2,2,0,0.07,1,0,2,0
4,4,2,1,0,0,0.04,1,0,8,0
3,10,1,0,1,0,0.24,1,0,3,0
5,5,2,0,0,0,0.03,1,0,8,0
5,12,2,0,0,0,0.03,1,0,7,0
4,8,2,0,0,0,0.01,1,0,11,0
5,6,3,1,0,0,0.01,1,0,15,0
3,10,2,0,0,0,0.02,1,0,2,0
3,2,1,0,0,0,0.04,1,0,2,0
3,1,2,1,0,0,0.01,1,0,9,0
4,10,2,0,0,0,0.01,1,0,12,0
4,2,2,1,0,0,0.37,1,0,3,0
4,3,2,1,0,0,0.29,1,0,5,1
4,5,2,0,0,0,0.01,1,0,13,0
4,2,2,1,0,0,0.03,1,0,27,0
5,10,2,1,0,0,0.07,1,0,3,0
4,2,2,0,0,0,0.01,1,0,31,0
4,1,3,1,0,0,0.01,1,0,6,0
3,2,2,1,0,0,0.08,1,0,7,0
4,1,2,0,0,0,0.59,1,0,4,0
3,5,1,0,0,0,0.10,1,0,3,0
3,1,3,0,0,0,0.01,1,0,10,0
3,3,2,1,0,0,0.04,1,0,2,0
4,1,1,1,0,0,0.02,1,0,6,0
4,5,2,1,0,0,0.02,1,0,4,0
5,10,2,0,0,0,0.20,1,0,4,0
5,6,1,0,0,0,0.07,1,0,3,0
3,8,3,1,0,0,0.03,1,0,3,0
3,1,2,1,0,0,0.03,1,0,3,0
5,7,2,0,1,0,0.01,1,0,40,0
2,5,1,1,1,0,0.02,1,0,4,0
4,6,1,1,1,0,0.16,1,0,2,0
4,1,3,1,0,0,0.01,1,0,12,0
2,1,1,0,0,0,0.02,1,0,7,0
5,3,2,0,0,0,0.01,1,0,5,0
2,11,1,0,0,0,0.29,1,0,9,0
3,10,2,0,0,0,0.03,1,0,6,0
3,3,1,1,0,0,0.01,1,0,3,0
5,6,3,0,1,0,0.01,1,0,3,0
3,8,1,0,0,0,0.05,1,0,10,0
3,8,1,0,0,0,0.01,1,0,4,0
5,11,3,0,0,0,0.01,1,0,6,0
2,8,1,1,0,0,0.01,1,0,14,0
4,8,2,0,0,0,0.06,1,0,2,0
4,1,1,1,1,0,0.01,1,0,13,0
5,6,2,0,0,0,0.04,1,0,7,0
5,8,2,1,0,0,0.01,1,0,7,0
5,3,2,1,0,0,0.01,1,0,12,0
3,1,3,0,0,0,0.09,1,0,3,0
5,2,4,0,0,0,0.18,1,0,6,0
5,6,2,1,0,0,1.09,1,0,3,1
5,2,2,1,1,0,0.16,1,0,3,0
3,5,2,0,0,0,0.10,1,0,3,0
3,1,2,0,1,0,0.08,1,0,3,0
4,1,2,0,0,0,0.02,1,0,21,0
2,10,1,0,0,0,0.18,1,0,4,0
2,11,2,1,0,0,0.02,1,0,13,0
3,2,2,0,1,0,0.08,1,0,2,0
5,5,2,0,0,0,0.01,1,0,10,0
3,5,2,0,0,0,0.60,1,0,5,0
3,2,2,1,0,0,0.08,1,0,5,0
5,6,3,1,0,0,0.17,1,0,4,0
5,2,2,1,0,0,0.01,1,0,5,0
2,2,1,1,0,0,0.03,1,0,10,0
4,5,1,1,0,0,0.29,1,0,2,0
4,1,3,0,1,0,0.04,1,0,5,0
2,2,2,0,1,0,0.06,1,0,5,0
3,2,2,0,0,0,0.02,1,0,7,0
4,10,1,1,0,0,0.09,1,0,3,0
4,5,2,0,1,0,0.02,1,0,2,0
4,4,2,1,0,0,0.03,1,0,4,0
3,2,1,1,0,0,0.04,1,0,6,0
4,7,3,1,0,0,0.04,1,0,5,0
3,1,2,1,0,0,0.06,1,0,3,0
5,2,2,1,0,0,0.06,1,0,15,0
4,10,3,0,0,0,0.05,1,0,22,0
5,6,2,0,0,0,0.03,1,0,8,0
3,1,2,1,1,0,0.04,1,0,7,0
3,8,1,1,0,0,0.02,1,0,11,0
4,2,2,0,0,0,0.25,1,0,3,0
2,9,1,0,0,0,0.02,1,0,7,0
3,8,2,0,0,0,0.15,1,0,3,0
4,8,2,0,0,0,0.03,1,0,6,0
3,1,2,1,0,0,0.03,1,0,6,0
5,5,2,1,0,0,0.24,1,0,3,0
5,3,2,0,0,0,0.02,1,0,2,0
3,2,1,1,1,0,0.01,1,0,4,0
5,2,2,1,0,0,0.02,1,0,18,0
3,1,1,1,1,0,0.01,1,0,15,0
4,3,1,1,0,0,0.04,1,0,3,0
5,8,3,1,0,0,0.02,1,0,3,0
5,6,2,1,1,0,0.04,1,0,3,0
4,7,2,1,1,0,0.05,1,0,2,0
5,1,2,0,0,0,0.03,1,0,3,0
5,8,2,1,0,0,0.25,1,0,3,0
5,3,2,1,0,0,0.22,1,0,3,0
4,3,2,1,0,0,0.22,1,0,2,0
2,1,2,1,0,0,0.02,1,0,3,0
4,1,1,1,0,0,0.01,1,0,3,0
3,2,2,1,0,0,0.09,1,0,7,0
3,8,1,2,2,0,0.71,1,0,9,0
4,3,2,0,0,0,0.01,1,0,6,0
3,10,1,0,0,0,0.04,1,0,2,0
3,1,3,0,0,0,0.11,1,0,3,0
3,7,1,2,2,0,0.04,1,0,5,0
3,7,1,1,0,0,0.02,1,0,2,0
3,10,1,1,0,0,0.27,1,0,9,0
2,1,2,0,0,0,0.82,1,0,2,0
5,10,2,1,0,0,0.02,1,0,8,0
4,2,2,1,1,0,0.02,1,0,3,0
4,8,2,1,0,0,0.25,1,0,7,0
5,2,3,1,0,0,0.03,1,0,5,0
4,1,2,0,0,0,0.02,1,0,7,0
3,2,2,0,0,0,0.01,1,0,3,0
3,7,1,1,1,0,0.38,1,0,5,0
6,7,2,1,0,0,0.01,1,0,4,0
3,1,2,1,0,0,0.02,1,0,3,0
3,1,2,1,0,0,0.01,1,0,3,0
5,6,2,1,0,0,0.01,1,0,12,0
4,1,2,1,0,0,0.01,1,0,7,0
4,2,2,0,0,0,0.11,1,0,4,0
3,10,2,1,0,0,0.02,1,0,3,0
4,1,2,1,0,0,0.01,1,0,3,0
3,5,2,1,0,0,0.02,1,0,5,0
4,2,2,0,0,0,0.01,1,0,6,0
3,1,2,0,0,0,0.02,1,0,5,0
5,10,2,1,1,0,0.06,1,0,2,0
2,11,1,0,0,0,0.01,1,0,17,0
3,2,2,0,0,0,0.11,1,0,10,0
2,2,2,0,0,0,0.01,1,0,7,0
4,1,2,0,0,0,0.04,1,0,5,0
4,1,2,0,1,0,0.02,1,0,4,0
2,2,2,0,0,0,0.01,1,0,19,0
5,2,3,0,0,0,0.20,1,0,6,0
4,1,3,0,0,0,0.03,1,0,4,0
5,7,2,1,0,0,0.19,1,0,4,0
3,1,1,0,0,0,0.02,1,0,11,0
4,12,2,0,0,0,0.06,1,0,4,0
2,2,2,0,0,0,0.02,1,0,3,0
4,5,3,0,0,0,0.01,1,0,3,0
3,1,1,1,1,0,0.02,1,0,26,0
5,10,1,1,1,0,0.04,1,0,4,0
3,1,3,0,1,0,0.03,1,0,4,0
5,8,4,1,0,0,0.01,1,0,2,0
2,3,1,0,0,0,0.05,1,0,5,0
3,1,2,0,0,0,0.02,1,0,9,0
3,1,1,0,0,0,0.04,1,0,7,0
3,1,2,0,0,0,0.01,1,0,4,0
2,1,1,0,0,0,0.02,1,0,16,0
4,5,2,0,0,0,0.02,1,0,4,0
2,1,2,2,2,0,0.08,1,0,3,0
4,1,2,1,0,0,0.01,1,0,4,0
3,1,2,1,0,0,0.45,1,0,2,0
5,10,2,0,0,0,0.02,1,0,2,0
3,8,2,2,2,0,0.02,1,0,3,0
4,1,2,0,1,0,0.49,1,0,3,0
5,1,2,2,2,0,0.04,1,0,4,0
2,2,2,1,0,0,0.03,1,0,8,0
2,10,2,1,0,0,0.01,1,0,20,0
2,1,2,1,0,0,0.01,1,0,16,0
3,1,2,1,1,0,0.01,1,0,19,0
3,11,2,0,0,0,0.01,1,0,6,0
4,2,2,1,1,0,0.01,1,0,24,0
3,5,2,0,0,0,0.01,1,0,23,0
3,4,2,0,0,0,0.09,1,0,4,0
4,2,2,0,0,0,0.05,1,0,4,0
5,2,2,2,2,0,0.03,1,0,4,0
3,1,2,0,0,0,0.03,1,0,5,0
